platform_code,time,latitude,longitude,windspd,winddir,slp,drogue,sst,battery,presdiff,salinity,conductivity,gpsfixdel,avgwaveperiod,wvht,domwaveperiod,domwavedir
,UTC,degrees_north,degrees_east,m/s,degree,hPa,,deg C,volts,hPa,PSU,,,s,m,s,degree
1301578,2023-11-29T17:00:00Z,26.5414,-78.5794,NaN,NaN,NaN,NaN,19.89,9.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402672,2023-11-29T17:00:00Z,19.4544,-57.0148,NaN,NaN,1015.0,NaN,28.07,10.8,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203766,2023-11-29T17:00:00Z,26.073,-51.109,NaN,NaN,NaN,NaN,27.03,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301697,2023-11-29T17:00:00Z,34.08,-64.1224,NaN,NaN,NaN,NaN,22.3,9.4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
4101884,2023-11-29T17:00:00Z,35.5776,-70.9282,NaN,NaN,NaN,23,20.56,10.8,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN
3801596,2023-11-29T17:00:00Z,37.9596,-44.6278,NaN,NaN,1011.0,NaN,21.79,10.4,-2.1,NaN,NaN,5,NaN,NaN,NaN,NaN
6203839,2023-11-29T17:00:00Z,33.3818,-52.5278,NaN,NaN,1011.9,NaN,22.92,10.4,-0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102561,2023-11-29T17:00:00Z,13.9394,-66.6388,NaN,NaN,1013.3,24,29.06,10.4,-1.5,NaN,NaN,5,NaN,NaN,NaN,NaN
4402674,2023-11-29T17:00:00Z,29.165,-64.565,NaN,NaN,1017.6,NaN,25.39,10.8,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3202507,2023-11-29T17:00:00Z,13.6976,-90.0058,NaN,NaN,1011.8,NaN,NaN,10.2,-0.3,NaN,NaN,4,NaN,NaN,NaN,NaN
4101523,2023-11-29T17:00:00Z,31.6576,-63.7092,NaN,NaN,NaN,4,NaN,11.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5301663,2023-11-29T17:00:00Z,35.9638,-71.0536,NaN,NaN,NaN,4,NaN,15.0,NaN,NaN,NaN,60,NaN,NaN,NaN,NaN
1501779,2023-11-29T17:00:00Z,20.6156,-64.8282,NaN,NaN,NaN,NaN,28.35,10.4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
6402616,2023-11-29T17:00:00Z,29.6176,-42.3408,NaN,NaN,1017.2,NaN,25.15,10.8,-1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501780,2023-11-29T17:00:00Z,23.8242,-62.0358,NaN,NaN,NaN,NaN,27.43,10.4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
5802076,2023-11-29T17:00:00Z,18.8213023,-94.671954,NaN,NaN,1018.5,NaN,25.73,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4401864,2023-11-29T17:00:00Z,29.1498,-58.5578,NaN,NaN,1014.7,NaN,25.21,10.4,-0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402675,2023-11-29T17:00:00Z,26.023,-45.4318,NaN,NaN,1016.3,NaN,26.83,10.6,-1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102667,2023-11-29T17:00:00Z,24.0154,-74.4408,NaN,NaN,NaN,10,27.87,7.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102668,2023-11-29T17:00:00Z,27.0846,-42.6222,NaN,NaN,NaN,36,26.02,7.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402665,2023-11-29T17:00:00Z,26.2434,-71.627,NaN,NaN,1018.2,NaN,26.34,9.6,-1.1,NaN,NaN,4,NaN,NaN,NaN,NaN
6203771,2023-11-29T17:00:00Z,27.0464,-42.42,NaN,NaN,1016.4,NaN,25.64,10.6,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402882,2023-11-29T17:00:00Z,33.0088,-54.3476,NaN,NaN,1013.2,35,23.32,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501691,2023-11-29T17:00:00Z,27.5162,-69.339,NaN,NaN,NaN,7,24.61,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102665,2023-11-29T17:00:00Z,30.9722,-77.1528,NaN,NaN,NaN,24,25.37,7.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203772,2023-11-29T17:00:00Z,24.7186,-69.156,NaN,NaN,1016.7,NaN,26.94,10.4,-0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301783,2023-11-29T17:00:00Z,18.58,-56.6752,NaN,NaN,1014.9,40,28.21,11.6,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402617,2023-11-29T17:00:00Z,29.6594,-45.4964,NaN,NaN,1017.2,NaN,24.81,11.2,-1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203773,2023-11-29T17:00:00Z,35.6736,-61.98,NaN,NaN,1015.0,NaN,22.02,10.4,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301712,2023-11-29T17:00:00Z,23.7326,-61.801,NaN,NaN,1016.2,NaN,27.36,11.0,-1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301737,2023-11-29T17:00:00Z,26.3396,-56.1458,NaN,NaN,1015.5,NaN,26.03,10.8,-2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804104,2023-11-29T17:00:00Z,23.3999535,-91.9896606,NaN,NaN,1021.4,NaN,26.65,9.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301731,2023-11-29T17:00:00Z,25.6122,-40.4346,NaN,NaN,1015.6,NaN,26.76,10.2,-1.5,NaN,NaN,5,NaN,NaN,NaN,NaN
1301570,2023-11-29T17:00:00Z,24.6972,-53.3006,NaN,NaN,NaN,NaN,27.32,10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5301666,2023-11-29T17:00:00Z,40.4532,-48.4178,NaN,NaN,NaN,NaN,19.88,14.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301796,2023-11-29T17:00:00Z,17.0988,-40.4406,NaN,NaN,1013.2,37,28.04,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203597,2023-11-29T17:00:00Z,31.9834,-67.0948,NaN,NaN,NaN,NaN,23.17,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102764,2023-11-29T17:00:00Z,3.483,-81.4954,NaN,NaN,NaN,NaN,28.03,10.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203849,2023-11-29T17:00:00Z,25.9392,-44.292,NaN,NaN,1016.4,NaN,26.8,10.2,-1.9,NaN,NaN,4,NaN,NaN,NaN,NaN
4101848,2023-11-29T17:00:00Z,38.6588,-68.5394,NaN,NaN,1018.2,NaN,23.83,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1701715,2023-11-29T17:00:00Z,15.2338,-51.282,NaN,NaN,1012.5,NaN,28.07,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402660,2023-11-29T17:00:00Z,24.6554,-55.8452,NaN,NaN,1016.3,NaN,27.77,9.2,-2.1,NaN,NaN,5,NaN,NaN,NaN,NaN
1301713,2023-11-29T17:00:00Z,13.9812,-74.1208,NaN,NaN,1012.2,NaN,29.33,10.8,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301797,2023-11-29T17:00:00Z,17.7048,-44.8796,NaN,NaN,1013.5,30,27.91,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301571,2023-11-29T17:00:00Z,29.9352,-60.6042,NaN,NaN,NaN,NaN,24.52,9.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402744,2023-11-29T17:00:00Z,40.5494,-40.057,NaN,NaN,1016.3,17,20.11,10.2,-1.1,NaN,NaN,3,NaN,NaN,NaN,NaN
1301718,2023-11-29T17:00:00Z,30.6752,-45.3006,NaN,NaN,1016.7,NaN,24.68,10.4,-2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301779,2023-11-29T17:00:00Z,22.8446,-51.6046,NaN,NaN,1015.8,36,27.51,11.6,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301792,2023-11-29T17:00:00Z,19.0974,-45.782,NaN,NaN,1013.2,48,28.22,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301719,2023-11-29T17:00:00Z,27.54,-54.413,NaN,NaN,1016.0,NaN,26.39,10.8,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301774,2023-11-29T17:00:00Z,29.9116,-59.0558,NaN,NaN,1015.5,38,23.39,11.6,-0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402618,2023-11-29T17:00:00Z,23.5458,-49.2788,NaN,NaN,1015.5,NaN,27.18,11.0,-1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203861,2023-11-29T17:00:00Z,26.0956,-45.8002,NaN,NaN,1016.5,NaN,26.75,10.4,-1.8,NaN,NaN,4,NaN,NaN,NaN,NaN
5102827,2023-11-29T17:00:00Z,6.1918,-80.8228,NaN,NaN,1009.4,NaN,NaN,10.0,-0.2,NaN,NaN,5,NaN,NaN,NaN,NaN
6203840,2023-11-29T17:00:00Z,25.7294,-50.7964,NaN,NaN,1016.5,NaN,27.02,10.8,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6801791,2023-11-29T17:00:00Z,32.9984,-39.562,NaN,NaN,1016.5,6,23.74,10.4,-0.9,NaN,NaN,5,NaN,NaN,NaN,NaN
1501724,2023-11-29T17:00:00Z,26.0312,-55.824,NaN,NaN,NaN,NaN,26.55,9.2,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
3201769,2023-11-29T17:00:00Z,30.1934,-70.5626,NaN,NaN,NaN,14,23.58,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101885,2023-11-29T17:00:00Z,38.076,-64.763,NaN,NaN,NaN,24,NaN,10.6,NaN,NaN,NaN,64,NaN,NaN,NaN,NaN
1301723,2023-11-29T17:00:00Z,17.6584,-52.7014,NaN,NaN,1014.7,NaN,28.26,11.2,-2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301714,2023-11-29T18:00:00Z,24.194,-57.74,NaN,NaN,1015.7,NaN,27.83,11.0,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102669,2023-11-29T18:00:00Z,24.246,-54.684,NaN,NaN,NaN,41,28.14,7.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5501572,2023-11-29T18:00:00Z,32.0782,-43.318,NaN,NaN,NaN,NaN,22.28,10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301735,2023-11-29T18:00:00Z,30.6234,-42.6318,NaN,NaN,1016.3,NaN,23.69,10.4,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402615,2023-11-29T18:00:00Z,25.9692,-60.8684,NaN,NaN,1015.8,NaN,26.89,10.6,-0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102557,2023-11-29T18:00:00Z,14.888,-68.2162,NaN,NaN,1012.8,27,28.94,10.6,-2.5,NaN,NaN,4,NaN,NaN,NaN,NaN
3101575,2023-11-29T18:00:00Z,13.6538,-60.0824,NaN,NaN,NaN,25,29.13,11.6,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN
1301726,2023-11-29T18:00:00Z,22.8466,-41.0368,NaN,NaN,1014.9,34,27.14,11.0,-0.8,NaN,NaN,1,NaN,NaN,NaN,NaN
4102547,2023-11-29T18:00:00Z,27.3764,-65.8342,NaN,NaN,1017.1,12,25.95,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3101515,2023-11-29T18:00:00Z,30.7372,-52.6896,NaN,NaN,NaN,NaN,24.44,13.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101542,2023-11-29T18:00:00Z,32.7324,-44.9952,NaN,NaN,NaN,NaN,NaN,9.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301706,2023-11-29T18:00:00Z,20.292,-69.3702,NaN,NaN,1014.6,18,27.75,10.4,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101851,2023-11-29T18:00:00Z,30.1862,-57.484,NaN,NaN,1014.0,NaN,24.4,10.8,-0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402670,2023-11-29T18:00:00Z,20.8784,-62.0166,NaN,NaN,1015.3,NaN,28.6,10.6,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5802077,2023-11-29T18:00:00Z,31.2671518,-61.7652557,NaN,NaN,1016.9,NaN,23.02,10.4,0.0,NaN,NaN,NaN,6.25,2.05,8,288.4
4402618,2023-11-29T18:00:00Z,32.8536,-61.2616,NaN,NaN,1016.7,NaN,22.77,10.4,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1701718,2023-11-29T18:00:00Z,11.609,-40.5884,NaN,NaN,1027.2,NaN,27.9,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101858,2023-11-29T18:00:00Z,35.9044,-56.3696,NaN,NaN,NaN,23,NaN,10.4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
1301755,2023-11-29T18:00:00Z,6.7082,-57.9248,NaN,NaN,1010.7,NaN,NaN,9.2,-2.3,NaN,NaN,4,NaN,NaN,NaN,NaN
4102552,2023-11-29T18:00:00Z,14.9336,-74.3376,NaN,NaN,1012.0,20,29.38,10.6,-2.5,NaN,NaN,64,NaN,NaN,NaN,NaN
4101541,2023-11-29T18:00:00Z,29.3926,-52.6884,NaN,NaN,NaN,NaN,24.67,7.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301700,2023-11-29T18:00:00Z,23.8852,-56.7934,NaN,NaN,1015.7,NaN,27.61,10.6,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402884,2023-11-29T18:00:00Z,25.5418,-71.0128,NaN,NaN,1017.3,21,25.95,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203730,2023-11-29T18:00:00Z,27.42,-73.4022,NaN,NaN,1018.5,NaN,26.44,10.0,-1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804103,2023-11-29T18:00:00Z,25.7967537,-80.1996094,NaN,NaN,1018.8,NaN,23.82,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402672,2023-11-29T18:00:00Z,19.4444,-57.0158,NaN,NaN,1014.6,NaN,28.05,10.8,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203766,2023-11-29T18:00:00Z,26.0672,-51.1182,NaN,NaN,NaN,NaN,26.95,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301697,2023-11-29T18:00:00Z,34.0692,-64.1298,NaN,NaN,NaN,NaN,22.27,9.4,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN
4101884,2023-11-29T18:00:00Z,35.5354,-70.8868,NaN,NaN,NaN,23,20.57,10.8,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN
3801596,2023-11-29T18:00:00Z,37.9762,-44.6066,NaN,NaN,1010.9,NaN,21.79,10.4,-0.5,NaN,NaN,4,NaN,NaN,NaN,NaN
6203839,2023-11-29T18:00:00Z,33.3768,-52.5264,NaN,NaN,1011.9,NaN,22.91,10.4,-0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102561,2023-11-29T18:00:00Z,13.9412,-66.6468,NaN,NaN,1012.5,24,29.07,10.4,-2.2,NaN,NaN,4,NaN,NaN,NaN,NaN
4402674,2023-11-29T18:00:00Z,29.1578,-64.566,NaN,NaN,1017.5,NaN,25.4,10.8,-0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3202507,2023-11-29T18:00:00Z,13.6976,-90.0058,NaN,NaN,1010.8,NaN,NaN,10.2,-1.8,NaN,NaN,3,NaN,NaN,NaN,NaN
4101523,2023-11-29T18:00:00Z,31.653,-63.7162,NaN,NaN,NaN,4,NaN,11.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5301663,2023-11-29T18:00:00Z,35.8506,-71.0484,NaN,NaN,NaN,4,NaN,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1801783,2023-11-29T18:00:00Z,29.0353627,-80.9008418,NaN,NaN,1022.1,NaN,15.16,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501779,2023-11-29T18:00:00Z,20.6172,-64.834,NaN,NaN,NaN,NaN,28.4,10.4,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
6402616,2023-11-29T18:00:00Z,29.6206,-42.3394,NaN,NaN,1017.3,NaN,25.19,10.8,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501780,2023-11-29T18:00:00Z,23.8186,-62.0358,NaN,NaN,NaN,NaN,27.43,10.4,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
5802076,2023-11-29T18:00:00Z,18.8295416,-94.6637634,NaN,NaN,1017.6,NaN,25.74,10.4,0.0,NaN,NaN,NaN,6.15,2.3,7,45.7
4401864,2023-11-29T18:00:00Z,29.1378,-58.5602,NaN,NaN,1014.8,NaN,25.21,10.4,-0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402675,2023-11-29T18:00:00Z,26.0218,-45.4312,NaN,NaN,1016.5,NaN,26.84,10.6,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102667,2023-11-29T18:00:00Z,24.0164,-74.439,NaN,NaN,NaN,9,27.85,7.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102668,2023-11-29T18:00:00Z,27.081,-42.6278,NaN,NaN,NaN,42,26.02,7.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402665,2023-11-29T18:00:00Z,26.2398,-71.6388,NaN,NaN,1017.9,NaN,26.34,9.6,-1.5,NaN,NaN,4,NaN,NaN,NaN,NaN
6203771,2023-11-29T18:00:00Z,27.0412,-42.422,NaN,NaN,1016.4,NaN,25.63,10.6,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501691,2023-11-29T18:00:00Z,27.5138,-69.342,NaN,NaN,NaN,7,24.61,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102665,2023-11-29T18:00:00Z,30.9762,-77.1414,NaN,NaN,NaN,31,25.31,7.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203772,2023-11-29T18:00:00Z,24.7132,-69.1614,NaN,NaN,1016.0,NaN,26.93,10.4,-1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301783,2023-11-29T18:00:00Z,18.5688,-56.6792,NaN,NaN,1014.6,40,28.23,11.6,-1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402617,2023-11-29T18:00:00Z,29.6606,-45.5016,NaN,NaN,1017.3,NaN,24.74,11.2,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203773,2023-11-29T18:00:00Z,35.688,-62.0048,NaN,NaN,1015.3,NaN,22.01,10.4,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301712,2023-11-29T18:00:00Z,23.7388,-61.7966,NaN,NaN,1015.7,NaN,27.37,11.0,-1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301737,2023-11-29T18:00:00Z,26.3428,-56.1406,NaN,NaN,1015.5,NaN,26.04,10.8,-1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804104,2023-11-29T18:00:00Z,23.3888489,-91.9982863,NaN,NaN,1020.7,NaN,26.6,9.2,0.0,NaN,NaN,NaN,5.8,2.34,8,52.1
1301731,2023-11-29T18:00:00Z,25.6116,-40.4382,NaN,NaN,1015.8,NaN,26.76,10.2,-1.0,NaN,NaN,5,NaN,NaN,NaN,NaN
1301570,2023-11-29T18:00:00Z,24.6974,-53.316,NaN,NaN,NaN,NaN,27.57,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5301666,2023-11-29T18:00:00Z,40.4628,-48.344,NaN,NaN,NaN,NaN,19.89,14.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301796,2023-11-29T18:00:00Z,17.0958,-40.4432,NaN,NaN,1013.3,38,27.99,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203597,2023-11-29T18:00:00Z,31.9804,-67.086,NaN,NaN,NaN,NaN,23.17,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102764,2023-11-29T18:00:00Z,3.4834,-81.4784,NaN,NaN,NaN,NaN,28.03,10.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203849,2023-11-29T18:00:00Z,25.9354,-44.296,NaN,NaN,1016.5,NaN,26.79,10.2,-1.1,NaN,NaN,5,NaN,NaN,NaN,NaN
4101848,2023-11-29T18:00:00Z,38.6674,-68.4932,NaN,NaN,1018.1,NaN,23.8,10.4,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1701715,2023-11-29T18:00:00Z,15.2334,-51.2832,NaN,NaN,1012.4,NaN,28.14,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402660,2023-11-29T18:00:00Z,24.6616,-55.845,NaN,NaN,1016.1,NaN,27.79,9.2,-1.7,NaN,NaN,4,NaN,NaN,NaN,NaN
1301713,2023-11-29T18:00:00Z,13.9802,-74.1302,NaN,NaN,1011.1,NaN,29.35,10.8,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301797,2023-11-29T18:00:00Z,17.6986,-44.8856,NaN,NaN,1013.3,28,27.9,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301571,2023-11-29T18:00:00Z,29.933,-60.5976,NaN,NaN,NaN,NaN,24.52,9.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402744,2023-11-29T18:00:00Z,40.531,-40.0778,NaN,NaN,1016.5,17,20.12,10.2,-0.1,NaN,NaN,3,NaN,NaN,NaN,NaN
3801700,2023-11-29T18:00:00Z,22.420086,-70.0459338,NaN,NaN,NaN,NaN,28.06,7.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102559,2023-11-29T18:00:00Z,38.8614,-70.1882,NaN,NaN,1018.7,7,15.45,9.0,-1.1,NaN,NaN,5,NaN,NaN,NaN,NaN
1301718,2023-11-29T18:00:00Z,30.6752,-45.294,NaN,NaN,1016.9,NaN,24.65,10.4,-1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301779,2023-11-29T18:00:00Z,22.842,-51.6034,NaN,NaN,1015.3,32,27.52,11.6,-1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301792,2023-11-29T18:00:00Z,19.088,-45.7876,NaN,NaN,1013.3,41,28.23,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301749,2023-11-29T17:00:00Z,1.8168,-78.7626,NaN,NaN,NaN,9,29.41,10.2,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
1301749,2023-11-29T18:00:00Z,1.817,-78.7624,NaN,NaN,NaN,9,29.32,10.2,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
1301719,2023-11-29T18:00:00Z,27.5426,-54.4022,NaN,NaN,1015.8,NaN,26.37,10.8,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301774,2023-11-29T18:00:00Z,29.9122,-59.0514,NaN,NaN,1015.4,36,23.37,11.6,-0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402618,2023-11-29T18:00:00Z,23.5472,-49.274,NaN,NaN,1015.6,NaN,27.18,11.0,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203861,2023-11-29T18:00:00Z,26.093,-45.7996,NaN,NaN,1016.6,NaN,26.75,10.4,-1.0,NaN,NaN,5,NaN,NaN,NaN,NaN
5102827,2023-11-29T18:00:00Z,6.1762,-80.8264,NaN,NaN,1008.6,NaN,NaN,10.0,-2.1,NaN,NaN,5,NaN,NaN,NaN,NaN
6203840,2023-11-29T18:00:00Z,25.7286,-50.7978,NaN,NaN,1016.8,NaN,27.03,10.8,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6801791,2023-11-29T18:00:00Z,32.9894,-39.5554,NaN,NaN,1016.5,6,23.72,10.4,-0.2,NaN,NaN,4,NaN,NaN,NaN,NaN
1501724,2023-11-29T18:00:00Z,26.0326,-55.8174,NaN,NaN,NaN,NaN,26.55,9.2,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
3201769,2023-11-29T18:00:00Z,30.1996,-70.5604,NaN,NaN,NaN,14,23.6,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101885,2023-11-29T18:00:00Z,38.076,-64.763,NaN,NaN,NaN,24,NaN,10.6,NaN,NaN,NaN,124,NaN,NaN,NaN,NaN
1301723,2023-11-29T18:00:00Z,17.656,-52.7074,NaN,NaN,1014.2,NaN,28.26,11.2,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301714,2023-11-29T19:00:00Z,24.1994,-57.7364,NaN,NaN,1016.0,NaN,27.92,11.0,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102669,2023-11-29T19:00:00Z,24.2508,-54.6924,NaN,NaN,NaN,39,28.01,7.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5501572,2023-11-29T19:00:00Z,32.0696,-43.3224,NaN,NaN,NaN,NaN,22.26,10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301735,2023-11-29T19:00:00Z,30.6252,-42.627,NaN,NaN,1016.6,NaN,23.55,10.4,-0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402615,2023-11-29T19:00:00Z,25.9684,-60.8622,NaN,NaN,1015.5,NaN,26.9,10.6,-0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102557,2023-11-29T19:00:00Z,14.8886,-68.212,NaN,NaN,1012.5,27,28.96,10.6,-2.2,NaN,NaN,3,NaN,NaN,NaN,NaN
3101575,2023-11-29T19:00:00Z,13.6636,-60.0768,NaN,NaN,NaN,25,29.14,11.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102547,2023-11-29T19:00:00Z,27.38,-65.828,NaN,NaN,1017.3,12,25.94,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3101515,2023-11-29T19:00:00Z,30.7392,-52.6816,NaN,NaN,NaN,NaN,24.45,13.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101542,2023-11-29T19:00:00Z,32.7296,-45.003,NaN,NaN,NaN,NaN,NaN,9.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301706,2023-11-29T19:00:00Z,20.2918,-69.3692,NaN,NaN,1014.2,18,27.77,10.4,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101851,2023-11-29T19:00:00Z,30.1754,-57.4864,NaN,NaN,1014.6,NaN,24.39,10.8,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402670,2023-11-29T19:00:00Z,20.869,-62.0166,NaN,NaN,1015.0,NaN,28.52,10.6,-1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
